loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose,status,last_payment_date,remaining_balance,payments_made,age,annual_income,employment_length_yrs,home_ownership,state,credit_score,is_default,is_delinquent,orig_year,orig_quarter,orig_yrq,income_band,age_band
L00141,B00733,2021-08-23,10900,24,26.36,F,Personal,Fully Paid,2024-07-04,0.0,24,46,27424,7,RENT,MI,637,0,0,2021,3,2021-Q3,1_Under 35K,4_45-54
L00142,B01582,2024-01-05,11200,48,10.23,B,Home Improvement,Current,2024-12-13,8633.33,11,55,58461,0,RENT,FL,726,0,0,2024,1,2024-Q1,3_55K-80K,5_55-64
L00143,B03680,2022-07-01,21900,36,13.23,C,Debt Consolidation,Current,2024-12-23,4258.33,29,40,42661,5,OWN,IL,705,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L00144,B03853,2024-08-05,21000,36,17.2,D,Debt Consolidation,Current,2024-12-02,18666.67,4,57,62057,8,MORTGAGE,OR,685,0,0,2024,3,2024-Q3,3_55K-80K,5_55-64
L00145,B02428,2022-11-28,13200,60,16.24,D,Debt Consolidation,Current,2024-11-29,7700.0,25,41,26315,4,RENT,MO,643,0,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L00146,B00324,2021-08-17,12600,36,15.96,D,Debt Consolidation,Fully Paid,2024-07-24,0.0,36,67,48642,3,MORTGAGE,MN,601,0,0,2021,3,2021-Q3,2_35K-55K,6_65+
L00147,B03700,2022-08-25,13000,60,20.84,E,Debt Consolidation,Current,2024-12-26,6933.33,28,39,51216,5,RENT,FL,599,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L00148,B02993,2023-06-10,11400,24,27.66,F,Business,Late (90+ days),2024-08-22,8190.4,13,42,35191,4,RENT,MD,614,0,1,2023,2,2023-Q2,2_35K-55K,3_35-44
L00149,B00362,2021-11-20,11000,60,17.0,D,Debt Consolidation,Current,2024-12-08,4216.67,37,60,31121,9,MORTGAGE,NC,640,0,0,2021,4,2021-Q4,1_Under 35K,5_55-64
L00150,B02101,2023-07-19,7100,36,20.56,E,Auto,Default,2024-07-26,3148.49,2,46,24119,10,MORTGAGE,TX,668,1,0,2023,3,2023-Q3,1_Under 35K,4_45-54
L00151,B04498,2021-01-07,26500,36,20.59,E,Medical,Fully Paid,2024-11-29,0.0,36,54,117435,6,RENT,IL,631,0,0,2021,1,2021-Q1,4_80K-120K,4_45-54
L00152,B01893,2022-06-24,7900,36,17.45,D,Home Improvement,Current,2024-12-16,1316.67,30,36,20443,3,RENT,IL,610,0,0,2022,2,2022-Q2,1_Under 35K,3_35-44
L00153,B02755,2023-10-23,36500,36,18.11,D,Debt Consolidation,Current,2024-12-21,22305.56,14,41,72805,7,MORTGAGE,GA,641,0,0,2023,4,2023-Q4,3_55K-80K,3_35-44
L00154,B01473,2022-01-01,37400,36,21.03,E,Personal,Default,2024-07-23,17077.97,5,40,71483,6,RENT,CA,637,1,0,2022,1,2022-Q1,3_55K-80K,3_35-44
L00155,B01107,2023-11-06,7700,60,21.09,E,Debt Consolidation,Current,2024-12-23,6031.67,13,49,24366,2,MORTGAGE,TX,583,0,0,2023,4,2023-Q4,1_Under 35K,4_45-54
L00156,B02427,2021-08-06,11700,48,18.77,D,Debt Consolidation,Current,2024-12-03,1950.0,40,48,49592,10,RENT,FL,669,0,0,2021,3,2021-Q3,2_35K-55K,4_45-54
L00157,B01804,2024-07-04,29300,36,13.12,C,Personal,Current,2024-12-21,25230.56,5,23,91146,2,MORTGAGE,TX,729,0,0,2024,3,2024-Q3,4_80K-120K,1_21-25
L00158,B02028,2022-09-04,25300,36,19.88,E,Home Improvement,Current,2024-12-20,6325.0,27,56,47918,7,OWN,FL,646,0,0,2022,3,2022-Q3,2_35K-55K,5_55-64
L00159,B00081,2024-08-01,25100,36,10.61,B,Auto,Default,2024-07-10,13329.53,2,39,55006,6,MORTGAGE,MO,727,1,0,2024,3,2024-Q3,3_55K-80K,3_35-44
L00160,B02969,2023-11-06,15100,36,20.9,E,Personal,Current,2024-12-22,9647.22,13,21,38880,1,RENT,TX,609,0,0,2023,4,2023-Q4,2_35K-55K,1_21-25
L00161,B02542,2024-06-01,11700,48,13.48,C,Auto,Current,2024-12-01,10237.5,6,26,39040,8,MORTGAGE,TX,693,0,0,2024,2,2024-Q2,2_35K-55K,2_26-34
L00162,B03740,2022-02-12,12800,36,18.36,D,Debt Consolidation,Current,2024-12-09,711.11,34,25,28833,1,MORTGAGE,NY,629,0,0,2022,1,2022-Q1,1_Under 35K,1_21-25
L00163,B02989,2021-11-10,33000,48,16.98,D,Debt Consolidation,Current,2024-12-29,7562.5,37,28,56265,9,MORTGAGE,IL,646,0,0,2021,4,2021-Q4,3_55K-80K,2_26-34
L00164,B00325,2023-02-05,15800,24,10.45,B,Personal,Current,2024-12-17,1316.67,22,29,47360,1,MORTGAGE,TN,722,0,0,2023,1,2023-Q1,2_35K-55K,2_26-34
L00165,B02362,2021-11-27,14300,48,12.54,C,Medical,Current,2024-11-30,3277.08,37,25,135336,9,MORTGAGE,IL,680,0,0,2021,4,2021-Q4,5_Over 120K,1_21-25
L00166,B01235,2024-01-10,8600,48,21.52,E,Auto,Current,2024-12-17,6629.17,11,32,35748,5,MORTGAGE,SC,662,0,0,2024,1,2024-Q1,2_35K-55K,2_26-34
L00167,B00103,2023-12-23,35600,36,14.1,C,Personal,Current,2024-12-27,23733.33,12,37,120485,3,MORTGAGE,OR,719,0,0,2023,4,2023-Q4,5_Over 120K,3_35-44
L00168,B00747,2021-01-02,11700,60,15.06,C,Personal,Current,2024-12-15,2535.0,47,44,35245,7,MORTGAGE,CA,654,0,0,2021,1,2021-Q1,2_35K-55K,3_35-44
L00169,B03692,2024-05-11,19200,48,15.52,D,Personal,Default,2024-08-29,9365.27,3,52,39123,1,MORTGAGE,PA,651,1,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L00170,B03486,2022-10-26,8800,48,14.03,C,Debt Consolidation,Current,2024-12-17,4033.33,26,35,30871,2,RENT,OR,746,0,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L00171,B01248,2023-09-28,18100,36,12.79,C,Personal,Default,2024-11-21,10349.88,4,32,54789,10,RENT,LA,658,1,0,2023,3,2023-Q3,2_35K-55K,2_26-34
L00172,B03065,2021-02-09,16800,60,22.21,E,Home Improvement,Current,2024-12-18,3920.0,46,23,59853,10,RENT,IL,672,0,0,2021,1,2021-Q1,3_55K-80K,1_21-25
L00173,B01720,2021-08-18,40000,48,15.85,D,Home Improvement,Current,2024-11-28,6666.67,40,36,104146,5,MORTGAGE,AL,675,0,0,2021,3,2021-Q3,4_80K-120K,3_35-44
L00174,B02203,2023-01-14,4600,36,27.32,F,Medical,Default,2024-08-31,1158.17,13,50,18000,0,RENT,GA,591,1,0,2023,1,2023-Q1,1_Under 35K,4_45-54
L00175,B03306,2022-09-22,11700,36,17.72,D,Auto,Current,2024-12-07,2925.0,27,54,36119,0,RENT,MI,616,0,0,2022,3,2022-Q3,2_35K-55K,4_45-54
L00176,B02537,2022-05-06,3900,24,13.92,C,Debt Consolidation,Fully Paid,2024-08-03,0.0,24,53,20655,1,RENT,OH,684,0,0,2022,2,2022-Q2,1_Under 35K,4_45-54
L00177,B03486,2021-04-29,9000,36,7.6,A,Vacation,Fully Paid,2024-08-07,0.0,36,35,30871,2,RENT,OR,746,0,0,2021,2,2021-Q2,1_Under 35K,3_35-44
L00178,B01790,2022-05-09,21600,60,15.54,D,Debt Consolidation,Late (60-89 days),2024-11-20,12828.3,21,58,41221,9,MORTGAGE,FL,645,0,1,2022,2,2022-Q2,2_35K-55K,5_55-64
L00179,B01765,2024-03-07,18900,36,14.75,C,Debt Consolidation,Current,2024-12-29,14175.0,9,39,35234,6,RENT,MO,655,0,0,2024,1,2024-Q1,2_35K-55K,3_35-44
L00180,B03358,2021-06-11,12600,60,21.22,E,Business,Current,2024-12-11,3780.0,42,21,30113,6,RENT,WI,595,0,0,2021,2,2021-Q2,1_Under 35K,1_21-25
L00181,B02998,2021-06-25,39600,36,22.68,E,Home Improvement,Fully Paid,2024-11-05,0.0,36,27,157708,7,RENT,SC,659,0,0,2021,2,2021-Q2,5_Over 120K,2_26-34
L00182,B00260,2023-09-23,20700,36,16.95,D,Auto,Current,2024-11-28,12075.0,15,51,72914,6,MORTGAGE,NJ,671,0,0,2023,3,2023-Q3,3_55K-80K,4_45-54
L00183,B01919,2021-05-22,23800,60,26.67,F,Debt Consolidation,Current,2024-12-14,6743.33,43,39,64234,5,MORTGAGE,NC,639,0,0,2021,2,2021-Q2,3_55K-80K,3_35-44
L00184,B01787,2023-12-27,10100,24,10.62,B,Medical,Current,2024-12-15,5050.0,12,38,27664,1,RENT,SC,716,0,0,2023,4,2023-Q4,1_Under 35K,3_35-44
L00185,B00100,2021-09-15,35100,48,7.24,A,Medical,Current,2024-11-27,6581.25,39,39,100770,6,OWN,IL,742,0,0,2021,3,2021-Q3,4_80K-120K,3_35-44
L00186,B03906,2021-09-20,7800,60,12.8,C,Home Improvement,Late (30-59 days),2024-07-09,5167.28,33,38,18000,5,MORTGAGE,AZ,693,0,1,2021,3,2021-Q3,1_Under 35K,3_35-44
L00187,B02343,2024-09-13,25000,60,14.06,C,Personal,Late (60-89 days),2024-10-18,10223.95,2,47,137185,2,OWN,VA,702,0,1,2024,3,2024-Q3,5_Over 120K,4_45-54
L00188,B03234,2023-09-01,30300,60,15.88,D,Business,Current,2024-12-07,22725.0,15,64,49069,1,RENT,LA,649,0,0,2023,3,2023-Q3,2_35K-55K,5_55-64
L00189,B03250,2024-01-31,40000,60,17.17,D,Home Improvement,Late (60-89 days),2024-08-27,24012.28,7,21,105404,4,RENT,OH,677,0,1,2024,1,2024-Q1,4_80K-120K,1_21-25
L00190,B00328,2021-12-05,20100,48,25.79,F,Home Improvement,Default,2024-08-30,7956.52,15,51,76031,6,RENT,SC,614,1,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L00191,B01352,2022-06-27,13600,36,26.66,F,Personal,Current,2024-12-27,2266.67,30,21,37850,8,RENT,TX,624,0,0,2022,2,2022-Q2,2_35K-55K,1_21-25
L00192,B02812,2023-12-17,9200,48,10.74,B,Home Improvement,Current,2024-11-28,6900.0,12,34,32344,9,OWN,WA,685,0,0,2023,4,2023-Q4,1_Under 35K,2_26-34
L00193,B02290,2024-05-27,29800,60,11.07,B,Business,Current,2024-12-15,26323.33,7,59,71545,2,OWN,MI,688,0,0,2024,2,2024-Q2,3_55K-80K,5_55-64
L00194,B01366,2023-05-17,12000,36,17.73,D,Debt Consolidation,Current,2024-12-07,5666.67,19,40,35245,7,RENT,PA,640,0,0,2023,2,2023-Q2,2_35K-55K,3_35-44
L00195,B03163,2022-03-10,5100,36,16.69,D,Home Improvement,Current,2024-12-17,425.0,33,36,33857,7,RENT,NC,696,0,0,2022,1,2022-Q1,1_Under 35K,3_35-44
L00196,B03100,2024-01-10,14200,48,12.75,C,Personal,Current,2024-11-28,10945.83,11,48,56393,4,MORTGAGE,NJ,690,0,0,2024,1,2024-Q1,3_55K-80K,4_45-54
L00197,B03703,2022-02-16,17800,48,11.74,C,Home Improvement,Current,2024-12-06,5191.67,34,31,36417,7,OWN,CA,695,0,0,2022,1,2022-Q1,2_35K-55K,2_26-34
L00198,B01409,2022-10-01,32700,36,15.4,D,Debt Consolidation,Current,2024-12-09,9083.33,26,38,122914,9,OWN,PA,664,0,0,2022,4,2022-Q4,5_Over 120K,3_35-44
L00199,B01511,2023-03-29,15400,48,17.63,D,Home Improvement,Current,2024-12-09,8662.5,21,28,47462,6,MORTGAGE,FL,644,0,0,2023,1,2023-Q1,2_35K-55K,2_26-34
L00200,B00220,2024-08-23,21900,48,20.54,E,Medical,Current,2024-11-30,20075.0,4,42,52129,8,RENT,MO,643,0,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L00201,B02169,2023-02-04,27100,48,21.9,E,Personal,Late (90+ days),2024-07-31,16593.53,18,39,60606,4,MORTGAGE,FL,603,0,1,2023,1,2023-Q1,3_55K-80K,3_35-44
L00202,B03187,2023-06-17,12600,36,18.69,D,Debt Consolidation,Current,2024-12-31,6300.0,18,27,37237,5,OWN,TX,608,0,0,2023,2,2023-Q2,2_35K-55K,2_26-34
L00203,B03240,2023-11-26,8400,36,20.64,E,Personal,Current,2024-11-29,5366.67,13,53,68757,2,MORTGAGE,AL,619,0,0,2023,4,2023-Q4,3_55K-80K,4_45-54
L00204,B01270,2023-07-14,5300,48,21.52,E,Personal,Current,2024-12-23,3422.92,17,56,20073,4,MORTGAGE,OR,639,0,0,2023,3,2023-Q3,1_Under 35K,5_55-64
L00205,B04376,2021-09-05,5000,48,26.21,F,Personal,Late (90+ days),2024-08-11,2321.51,28,49,40815,1,RENT,NY,619,0,1,2021,3,2021-Q3,2_35K-55K,4_45-54
L00206,B03818,2022-05-23,15800,36,27.51,F,Home Improvement,Current,2024-12-21,2194.44,31,40,77834,0,MORTGAGE,WI,592,0,0,2022,2,2022-Q2,3_55K-80K,3_35-44
L00207,B00068,2022-04-06,8900,36,25.89,F,Debt Consolidation,Late (90+ days),2024-10-04,3118.32,23,54,24933,4,RENT,NY,630,0,1,2022,2,2022-Q2,1_Under 35K,4_45-54
L00208,B01672,2021-05-12,18700,36,13.3,C,Personal,Fully Paid,2024-11-12,0.0,36,37,52726,6,OWN,MI,654,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L00209,B00743,2022-11-24,35800,36,25.51,F,Home Improvement,Late (90+ days),2024-07-23,24338.73,20,34,74085,1,MORTGAGE,IL,638,0,1,2022,4,2022-Q4,3_55K-80K,2_26-34
L00210,B02013,2021-02-13,11100,60,21.12,E,Home Improvement,Late (90+ days),2024-09-21,5838.83,37,32,32245,2,MORTGAGE,FL,670,0,1,2021,1,2021-Q1,1_Under 35K,2_26-34
L00211,B01706,2024-04-19,25700,48,12.57,C,Debt Consolidation,Current,2024-12-18,21416.67,8,39,117027,3,MORTGAGE,CO,688,0,0,2024,2,2024-Q2,4_80K-120K,3_35-44
L00212,B01447,2024-02-09,16700,60,13.68,C,Debt Consolidation,Current,2024-12-22,13916.67,10,35,35220,5,RENT,CA,665,0,0,2024,1,2024-Q1,2_35K-55K,3_35-44
L00213,B03070,2022-04-17,18900,36,14.73,C,Auto,Current,2024-12-20,2100.0,32,50,35559,4,RENT,FL,644,0,0,2022,2,2022-Q2,2_35K-55K,4_45-54
L00214,B00291,2024-04-20,18900,36,21.56,E,Home Improvement,Default,2024-10-22,4341.96,4,39,42358,0,RENT,MN,660,1,0,2024,2,2024-Q2,2_35K-55K,3_35-44
L00215,B03680,2022-03-28,14600,36,14.15,C,Debt Consolidation,Current,2024-12-08,1216.67,33,40,42661,5,OWN,IL,705,0,0,2022,1,2022-Q1,2_35K-55K,3_35-44
L00216,B03911,2021-01-15,14300,48,12.7,C,Debt Consolidation,Current,2024-12-24,297.92,47,25,45226,6,MORTGAGE,NC,676,0,0,2021,1,2021-Q1,2_35K-55K,1_21-25
L00217,B00353,2021-05-26,14700,36,12.55,C,Debt Consolidation,Fully Paid,2024-10-04,0.0,36,52,65648,3,OWN,IL,671,0,0,2021,2,2021-Q2,3_55K-80K,4_45-54
L00218,B01264,2024-07-16,6000,48,21.83,E,Home Improvement,Default,2024-08-17,1922.93,1,30,22637,8,RENT,GA,540,1,0,2024,3,2024-Q3,1_Under 35K,2_26-34
L00219,B01827,2021-05-01,11100,36,22.35,E,Personal,Charged Off,2024-09-08,4649.41,26,28,36891,8,RENT,MN,619,1,0,2021,2,2021-Q2,2_35K-55K,2_26-34
L00220,B04379,2022-04-14,14100,36,21.03,E,Debt Consolidation,Default,2024-11-02,8016.61,10,45,66943,10,RENT,MI,677,1,0,2022,2,2022-Q2,3_55K-80K,4_45-54
L00221,B01606,2021-05-19,27600,36,16.73,D,Home Improvement,Fully Paid,2024-07-31,0.0,36,30,87954,0,MORTGAGE,CA,656,0,0,2021,2,2021-Q2,4_80K-120K,2_26-34
L00222,B03837,2021-03-06,9200,60,20.04,E,Debt Consolidation,Default,2024-08-01,4006.76,10,56,28748,10,RENT,NJ,657,1,0,2021,1,2021-Q1,1_Under 35K,5_55-64
L00223,B03399,2022-11-08,11300,36,14.3,C,Debt Consolidation,Current,2024-12-01,3452.78,25,69,23457,2,RENT,TX,669,0,0,2022,4,2022-Q4,1_Under 35K,6_65+
L00224,B03007,2021-05-26,9800,36,16.58,D,Medical,Charged Off,2024-10-09,2952.19,27,47,54885,1,MORTGAGE,FL,664,1,0,2021,2,2021-Q2,2_35K-55K,4_45-54
L00225,B01005,2023-11-19,13800,60,26.63,F,Personal,Current,2024-12-21,10810.0,13,50,37571,8,MORTGAGE,IL,540,0,0,2023,4,2023-Q4,2_35K-55K,4_45-54
L00226,B02079,2022-05-03,11600,48,16.81,D,Auto,Current,2024-12-05,4108.33,31,40,56362,5,RENT,TX,620,0,0,2022,2,2022-Q2,3_55K-80K,3_35-44
L00227,B02496,2022-07-25,6000,36,27.58,F,Debt Consolidation,Late (60-89 days),2024-11-26,3522.41,21,51,41613,9,RENT,IL,586,0,1,2022,3,2022-Q3,2_35K-55K,4_45-54
L00228,B02262,2023-09-22,13100,36,20.32,E,Debt Consolidation,Current,2024-12-16,7641.67,15,46,44023,4,MORTGAGE,CA,654,0,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L00229,B03765,2022-03-15,6300,36,17.34,D,Home Improvement,Current,2024-12-29,525.0,33,44,18000,5,OWN,NJ,633,0,0,2022,1,2022-Q1,1_Under 35K,3_35-44
L00230,B01738,2024-01-10,24400,48,21.3,E,Personal,Default,2024-10-30,8360.92,2,29,50457,4,MORTGAGE,FL,574,1,0,2024,1,2024-Q1,2_35K-55K,2_26-34
L00231,B03097,2021-09-28,6600,48,26.83,F,Personal,Late (60-89 days),2024-07-08,2648.34,34,54,20637,2,RENT,MI,541,0,1,2021,3,2021-Q3,1_Under 35K,4_45-54
L00232,B02445,2024-03-15,5300,36,20.83,E,Personal,Current,2024-12-21,3975.0,9,35,18273,1,MORTGAGE,OH,592,0,0,2024,1,2024-Q1,1_Under 35K,3_35-44
L00233,B00337,2024-03-26,10400,60,21.19,E,Debt Consolidation,Current,2024-12-23,8840.0,9,32,37885,3,MORTGAGE,KY,660,0,0,2024,1,2024-Q1,2_35K-55K,2_26-34
L00234,B02984,2023-08-27,12200,36,11.91,C,Home Improvement,Current,2024-11-29,6777.78,16,45,41289,0,RENT,WI,660,0,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L00235,B00968,2022-05-13,1000,36,12.61,C,Auto,Current,2024-12-29,138.89,31,63,56228,0,RENT,SC,683,0,0,2022,2,2022-Q2,3_55K-80K,5_55-64
L00236,B00672,2023-08-27,6400,60,15.76,D,Home Improvement,Late (60-89 days),2024-07-08,3915.71,9,21,24331,10,MORTGAGE,OH,644,0,1,2023,3,2023-Q3,1_Under 35K,1_21-25
L00237,B01304,2023-04-14,40000,36,7.86,A,Debt Consolidation,Current,2024-12-22,17777.78,20,32,133304,1,MORTGAGE,NJ,724,0,0,2023,2,2023-Q2,5_Over 120K,2_26-34
L00238,B02671,2022-01-25,3400,60,17.53,D,Home Improvement,Current,2024-12-28,1416.67,35,33,37570,10,RENT,NY,670,0,0,2022,1,2022-Q1,2_35K-55K,2_26-34
L00239,B02607,2021-07-13,5500,48,21.01,E,Auto,Current,2024-12-21,802.08,41,34,18000,7,OWN,FL,571,0,0,2021,3,2021-Q3,1_Under 35K,2_26-34
L00240,B01715,2021-07-18,9500,24,8.26,A,Debt Consolidation,Fully Paid,2024-09-26,0.0,24,35,29987,2,MORTGAGE,PA,740,0,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L00241,B02596,2024-09-11,8100,36,21.84,E,Personal,Late (90+ days),2024-10-16,4371.24,2,21,19075,6,RENT,CA,594,0,1,2024,3,2024-Q3,1_Under 35K,1_21-25
L00242,B02971,2023-06-02,29900,36,12.97,C,Business,Current,2024-11-28,14950.0,18,21,82576,10,RENT,MD,687,0,0,2023,2,2023-Q2,4_80K-120K,1_21-25
L00243,B03270,2022-12-27,36700,60,12.39,C,Home Improvement,Current,2024-12-06,22020.0,24,49,93115,6,MORTGAGE,NY,723,0,0,2022,4,2022-Q4,4_80K-120K,4_45-54
L00244,B02602,2023-05-18,12400,36,12.16,C,Debt Consolidation,Current,2024-12-30,5855.56,19,49,45703,5,MORTGAGE,FL,686,0,0,2023,2,2023-Q2,2_35K-55K,4_45-54
L00245,B00479,2023-04-22,10000,36,20.69,E,Personal,Current,2024-12-13,4444.44,20,75,60735,9,OWN,CA,637,0,0,2023,2,2023-Q2,3_55K-80K,6_65+
L00246,B00844,2023-08-15,10500,36,18.5,D,Debt Consolidation,Current,2024-12-26,5833.33,16,46,35999,10,MORTGAGE,AZ,672,0,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L00247,B01626,2021-04-21,10700,48,22.2,E,Debt Consolidation,Default,2024-10-07,5336.42,21,54,31953,9,RENT,IL,635,1,0,2021,2,2021-Q2,1_Under 35K,4_45-54
L00248,B01881,2024-08-31,40000,36,22.24,E,Debt Consolidation,Current,2024-12-03,35555.56,4,53,152024,6,RENT,UT,645,0,0,2024,3,2024-Q3,5_Over 120K,4_45-54
L00249,B03652,2024-08-16,7200,24,20.86,E,Debt Consolidation,Default,2024-08-03,4126.86,1,48,36338,5,RENT,OH,656,1,0,2024,3,2024-Q3,2_35K-55K,4_45-54
L00250,B02118,2021-07-21,40000,60,14.17,C,Medical,Default,2024-07-31,22364.83,4,30,180047,8,MORTGAGE,FL,674,1,0,2021,3,2021-Q3,5_Over 120K,2_26-34
L00251,B00505,2021-05-05,27000,36,26.58,F,Auto,Fully Paid,2024-10-19,0.0,36,34,73354,1,MORTGAGE,VA,635,0,0,2021,2,2021-Q2,3_55K-80K,2_26-34
L00252,B00110,2023-04-05,8300,36,14.35,C,Debt Consolidation,Current,2024-12-17,3688.89,20,41,30903,9,RENT,IL,711,0,0,2023,2,2023-Q2,1_Under 35K,3_35-44
L00253,B01406,2022-11-26,10400,48,22.21,E,Medical,Current,2024-12-05,4983.33,25,32,39601,0,RENT,CA,616,0,0,2022,4,2022-Q4,2_35K-55K,2_26-34
L00254,B04493,2021-08-12,15000,60,14.15,C,Personal,Current,2024-12-22,5000.0,40,34,45023,5,MORTGAGE,VA,642,0,0,2021,3,2021-Q3,2_35K-55K,2_26-34
L00255,B03481,2022-05-25,10000,24,26.2,F,Home Improvement,Fully Paid,2024-07-05,0.0,24,38,29410,0,RENT,MN,600,0,0,2022,2,2022-Q2,1_Under 35K,3_35-44
L00256,B00351,2022-01-28,6300,36,17.09,D,Debt Consolidation,Current,2024-12-20,175.0,35,45,18000,0,MORTGAGE,IL,654,0,0,2022,1,2022-Q1,1_Under 35K,4_45-54
L00257,B01558,2022-01-25,35900,24,16.68,D,Auto,Fully Paid,2024-07-24,0.0,24,32,86171,3,MORTGAGE,WA,662,0,0,2022,1,2022-Q1,4_80K-120K,2_26-34
L00258,B03043,2024-01-04,21200,24,13.21,C,Home Improvement,Current,2024-12-15,11483.33,11,34,75902,7,OWN,PA,676,0,0,2024,1,2024-Q1,3_55K-80K,2_26-34
L00259,B02837,2023-07-08,17300,48,21.37,E,Debt Consolidation,Current,2024-12-21,11172.92,17,64,48044,2,RENT,UT,663,0,0,2023,3,2023-Q3,2_35K-55K,5_55-64
L00260,B03629,2021-10-15,13900,48,21.08,E,Debt Consolidation,Default,2024-09-05,3135.11,4,23,44347,1,RENT,GA,635,1,0,2021,4,2021-Q4,2_35K-55K,1_21-25
L00261,B02042,2023-05-15,9400,48,22.23,E,Debt Consolidation,Current,2024-12-02,5679.17,19,37,18000,8,RENT,OH,650,0,0,2023,2,2023-Q2,1_Under 35K,3_35-44
L00262,B00111,2022-01-11,8100,36,13.99,C,Auto,Current,2024-12-27,225.0,35,21,50884,9,MORTGAGE,MA,706,0,0,2022,1,2022-Q1,2_35K-55K,1_21-25
L00263,B04305,2022-07-25,35100,60,27.89,F,Debt Consolidation,Current,2024-12-17,18135.0,29,26,61089,3,RENT,PA,578,0,0,2022,3,2022-Q3,3_55K-80K,2_26-34
L00264,B01766,2023-08-06,13600,36,16.05,D,Home Improvement,Current,2024-12-07,7555.56,16,31,52934,6,MORTGAGE,AZ,629,0,0,2023,3,2023-Q3,2_35K-55K,2_26-34
L00265,B01202,2022-05-27,10200,60,16.12,C,Debt Consolidation,Current,2024-12-07,4930.0,31,36,43502,5,RENT,GA,699,0,0,2022,2,2022-Q2,2_35K-55K,3_35-44
L00266,B02979,2021-06-04,31800,36,10.99,B,Personal,Fully Paid,2024-10-29,0.0,36,48,140819,10,MORTGAGE,TX,723,0,0,2021,2,2021-Q2,5_Over 120K,4_45-54
L00267,B02473,2023-06-27,37200,48,19.39,E,Home Improvement,Current,2024-12-25,23250.0,18,32,140309,6,MORTGAGE,IN,658,0,0,2023,2,2023-Q2,5_Over 120K,2_26-34
L00268,B02376,2024-02-02,9300,36,20.87,E,Personal,Current,2024-12-30,6716.67,10,59,29901,9,RENT,GA,571,0,0,2024,1,2024-Q1,1_Under 35K,5_55-64
L00269,B00011,2021-07-20,10500,36,17.29,D,Debt Consolidation,Charged Off,2024-10-11,590.25,19,36,25518,2,RENT,GA,635,1,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L00270,B02302,2021-04-14,9000,60,21.9,E,Debt Consolidation,Current,2024-11-28,2400.0,44,30,29768,3,MORTGAGE,TX,629,0,0,2021,2,2021-Q2,1_Under 35K,2_26-34
L00271,B01590,2024-08-28,13500,36,11.4,C,Debt Consolidation,Current,2024-11-29,12000.0,4,43,47945,10,MORTGAGE,TX,646,0,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L00272,B01502,2024-01-13,8700,48,26.31,F,Personal,Late (90+ days),2024-08-16,6699.73,8,35,34647,9,RENT,CA,634,0,1,2024,1,2024-Q1,1_Under 35K,3_35-44
L00273,B00129,2021-01-31,40000,48,17.47,D,Debt Consolidation,Default,2024-10-24,16803.57,28,43,89575,6,RENT,TN,665,1,0,2021,1,2021-Q1,4_80K-120K,3_35-44
L00274,B03604,2021-07-11,7000,48,16.85,D,Personal,Current,2024-12-25,1020.83,41,42,18000,3,MORTGAGE,NC,627,0,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L00275,B04196,2022-04-30,18400,48,17.18,D,Debt Consolidation,Current,2024-12-20,6133.33,32,36,80671,6,MORTGAGE,FL,666,0,0,2022,2,2022-Q2,4_80K-120K,3_35-44
L00276,B00290,2021-12-07,13500,36,15.65,D,Business,Fully Paid,2024-08-02,0.0,36,34,44638,5,MORTGAGE,WA,674,0,0,2021,4,2021-Q4,2_35K-55K,2_26-34
L00277,B01677,2023-04-13,9400,36,16.35,D,Home Improvement,Current,2024-12-29,4177.78,20,56,44964,2,MORTGAGE,MA,701,0,0,2023,2,2023-Q2,2_35K-55K,5_55-64
L00278,B01845,2023-09-22,31700,60,14.55,C,Debt Consolidation,Current,2024-11-27,23775.0,15,43,49884,3,MORTGAGE,WI,653,0,0,2023,3,2023-Q3,2_35K-55K,3_35-44
L00279,B03636,2023-09-13,16900,36,16.52,D,Debt Consolidation,Default,2024-07-26,10441.81,8,45,45828,10,RENT,NY,676,1,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L00280,B02694,2022-03-14,11900,48,17.29,D,Debt Consolidation,Current,2024-12-24,3718.75,33,40,84554,6,MORTGAGE,MO,674,0,0,2022,1,2022-Q1,4_80K-120K,3_35-44
L00281,B01828,2023-04-02,14200,24,25.54,F,Medical,Current,2024-12-26,2366.67,20,58,68903,9,RENT,IL,611,0,0,2023,2,2023-Q2,3_55K-80K,5_55-64
