loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose
L00433,B01346,2022-04-30,14300,36,27.49,F,Personal
L00434,B01830,2021-11-29,14900,36,13.55,C,Home Improvement
L00435,B01664,2021-12-29,8900,24,20.42,E,Debt Consolidation
L00436,B04420,2023-04-25,25300,48,12.87,C,Debt Consolidation
L00437,B00085,2021-02-20,10500,36,21.2,E,Vacation
L00438,B03813,2022-01-03,17600,36,13.19,C,Debt Consolidation
L00439,B00887,2022-11-12,39200,36,17.77,D,Personal
L00440,B03340,2023-04-24,20500,48,22.05,E,Home Improvement
L00441,B04208,2022-05-24,11300,48,12.95,C,Debt Consolidation
L00442,B02676,2022-07-01,13100,36,16.83,D,Business
L00443,B02798,2021-11-23,8300,24,20.94,E,Debt Consolidation
L00444,B04148,2021-08-10,10900,48,21.97,E,Personal
L00445,B02132,2023-02-23,22000,60,13.5,C,Auto
L00446,B03695,2021-03-21,15500,48,16.22,D,Auto
L00447,B02760,2023-08-22,36300,60,8.61,A,Auto
L00448,B02779,2022-04-01,17200,36,18.13,D,Auto
L00449,B00741,2022-02-13,9600,36,20.65,E,Home Improvement
L00450,B02877,2023-08-01,20700,36,17.86,D,Medical
L00451,B01712,2022-12-18,13900,36,20.95,E,Business
L00452,B00056,2022-09-18,19500,24,13.87,C,Home Improvement
L00453,B03363,2022-04-12,6200,36,20.67,E,Home Improvement
L00454,B02860,2022-04-02,29800,36,16.19,D,Home Improvement
L00455,B00807,2021-02-18,11600,36,25.92,F,Debt Consolidation
L00456,B03057,2024-09-13,34600,60,14.22,C,Debt Consolidation
L00457,B01007,2022-01-31,9100,36,15.6,D,Debt Consolidation
L00458,B04104,2023-03-28,31200,36,10.85,B,Medical
L00459,B01782,2022-11-04,18800,36,10.71,B,Personal
L00460,B00990,2022-07-25,19400,60,11.27,B,Medical
L00461,B03934,2021-05-23,37600,48,16.35,D,Auto
L00462,B03165,2022-07-26,25000,36,11.29,B,Debt Consolidation
L00463,B03370,2022-12-21,24200,36,27.23,F,Debt Consolidation
L00464,B02079,2024-08-06,16300,48,16.64,D,Personal
L00465,B00378,2023-11-10,13700,36,7.93,A,Business
L00466,B02378,2023-03-30,19500,60,20.7,E,Medical
L00467,B00282,2024-01-04,16700,36,13.26,C,Auto
L00468,B02920,2022-11-10,10900,36,16.48,D,Auto
L00469,B04165,2021-02-26,9700,60,16.12,D,Home Improvement
L00470,B03595,2021-08-25,14200,36,17.33,D,Debt Consolidation
L00471,B01839,2022-06-19,16800,36,13.09,C,Debt Consolidation
L00472,B04433,2022-01-01,23800,36,27.34,F,Personal
L00473,B02893,2024-04-04,12900,48,25.57,F,Debt Consolidation
L00474,B00215,2022-06-28,6700,36,27.17,F,Auto
L00475,B02121,2021-03-20,9300,36,16.93,D,Home Improvement
L00476,B03794,2021-08-11,40000,24,10.6,B,Debt Consolidation
L00477,B02871,2024-05-06,15600,60,20.79,E,Auto
L00478,B00786,2023-06-09,15600,36,16.88,D,Personal
L00479,B00938,2022-12-09,38000,36,7.61,A,Debt Consolidation
L00480,B01690,2022-10-05,28000,48,10.79,B,Vacation
L00481,B03712,2023-06-13,35300,48,26.83,F,Home Improvement
L00482,B01257,2024-05-26,26900,60,17.19,D,Personal
L00483,B03113,2023-11-14,8500,36,27.45,F,Business
L00484,B01338,2021-08-25,38000,60,16.04,D,Debt Consolidation
L00485,B00270,2023-02-28,27100,36,15.73,D,Medical
L00486,B01491,2024-03-26,9700,36,18.11,D,Personal
L00487,B02122,2022-01-25,13400,60,17.2,D,Debt Consolidation
L00488,B01681,2022-06-06,23400,36,17.77,D,Personal
L00489,B03854,2021-04-01,29100,48,19.71,E,Medical
L00490,B00410,2023-06-13,12700,60,10.62,B,Auto
L00491,B01442,2021-01-04,35700,48,12.07,C,Auto
L00492,B02259,2023-12-01,27600,24,10.87,B,Debt Consolidation
L00493,B00792,2024-01-08,12200,60,13.71,C,Debt Consolidation
L00494,B00360,2022-02-08,11800,36,18.08,D,Personal
L00495,B00423,2023-01-16,18600,36,13.54,C,Personal
L00496,B00121,2023-06-03,10100,36,14.3,C,Business
L00497,B02221,2021-05-24,23300,36,14.04,C,Home Improvement
L00498,B04130,2024-09-22,14200,48,16.88,D,Debt Consolidation
L00499,B02966,2022-11-08,9300,36,10.73,B,Debt Consolidation
L00500,B00071,2024-06-30,14200,48,17.97,D,Debt Consolidation
L00501,B03693,2022-10-05,21300,60,23.49,E,Debt Consolidation
L00502,B03730,2024-09-20,25600,36,17.54,D,Personal
L00503,B00014,2021-09-13,6700,48,14.25,C,Debt Consolidation
L00504,B03901,2022-09-08,17800,48,17.39,D,Medical
L00505,B03620,2023-11-05,22500,48,22.37,E,Personal
L00506,B00271,2022-09-26,20500,36,20.12,E,Medical
L00507,B03125,2024-09-27,23700,36,10.71,B,Home Improvement
L00508,B01584,2023-04-17,24900,36,21.54,E,Personal
L00509,B00523,2022-10-31,13900,36,21.5,E,Home Improvement
L00510,B02818,2023-04-05,23000,36,13.75,C,Vacation
L00511,B02840,2022-08-29,33000,48,13.67,C,Auto
L00512,B00443,2024-02-10,9700,36,17.18,D,Personal
L00513,B02084,2021-09-18,8700,60,10.96,C,Personal
L00514,B02928,2022-01-28,12100,48,14.47,C,Debt Consolidation
L00515,B01222,2023-05-12,24400,36,22.22,E,Auto
L00516,B03450,2024-09-23,16300,24,9.43,B,Vacation
L00517,B02441,2023-02-16,17000,48,25.96,F,Debt Consolidation
L00518,B02363,2021-12-23,21000,48,14.66,C,Personal
L00519,B00895,2024-06-14,5000,60,16.61,D,Home Improvement
L00520,B03903,2024-03-11,22400,36,13.83,C,Medical
L00521,B02254,2022-09-09,19200,24,17.31,D,Debt Consolidation
L00522,B02011,2023-04-12,35500,60,13.11,C,Debt Consolidation
L00523,B04191,2024-01-28,22000,36,16.16,D,Debt Consolidation
L00524,B03216,2021-01-01,14800,48,15.72,D,Debt Consolidation
L00525,B02561,2022-09-15,18000,24,17.28,D,Personal
L00526,B02847,2022-08-11,6500,48,26.92,F,Debt Consolidation
L00527,B01046,2022-03-07,7800,36,25.72,F,Personal
L00528,B02935,2023-05-31,17200,48,17.46,D,Medical
L00529,B00471,2024-04-02,34000,36,17.01,D,Debt Consolidation
L00530,B04380,2024-05-27,14500,60,17.31,D,Debt Consolidation
L00531,B00372,2024-09-02,28600,24,21.42,E,Vacation
L00532,B03404,2022-10-22,8000,36,21.54,E,Personal
L00533,B01404,2023-08-11,39200,24,13.64,C,Debt Consolidation
L00534,B03947,2023-06-24,28100,60,22.0,E,Debt Consolidation
L00535,B04076,2023-06-25,22500,48,17.57,D,Vacation
L00536,B02521,2022-03-14,33400,36,12.8,C,Debt Consolidation
L00537,B01008,2023-11-13,4100,36,10.03,B,Auto
L00538,B03347,2023-08-28,10700,36,25.66,F,Debt Consolidation
L00539,B00668,2021-12-14,17200,36,14.87,C,Home Improvement
L00540,B01447,2024-09-11,20400,36,12.73,C,Medical
L00541,B03967,2021-06-23,23300,48,12.28,C,Debt Consolidation
L00542,B01908,2022-08-05,18000,24,12.87,C,Debt Consolidation
L00543,B02368,2023-11-22,11900,48,28.01,F,Home Improvement
L00544,B02106,2024-09-21,9600,60,20.89,E,Personal
L00545,B04369,2024-07-20,19400,60,20.97,E,Debt Consolidation
L00546,B03030,2024-06-22,5900,48,17.56,D,Home Improvement
L00547,B00041,2022-11-18,7400,36,14.3,C,Debt Consolidation
L00548,B00126,2021-07-11,25700,48,12.96,C,Debt Consolidation
L00549,B00778,2022-04-27,10500,36,25.47,F,Home Improvement
L00550,B00836,2022-09-28,11900,36,21.02,E,Business
L00551,B00879,2022-04-06,38400,48,21.85,E,Debt Consolidation
L00552,B04490,2022-02-12,13700,60,13.56,C,Personal
L00553,B00837,2021-10-29,14800,24,22.21,E,Debt Consolidation
L00554,B00525,2021-02-20,29100,36,10.91,B,Debt Consolidation
L00555,B01252,2021-04-05,6500,48,22.01,E,Debt Consolidation
L00556,B04242,2022-05-17,40000,36,14.08,C,Home Improvement
L00557,B00735,2023-09-01,27600,48,17.41,D,Debt Consolidation
L00558,B00169,2024-06-05,7500,36,17.16,D,Personal
L00559,B01149,2021-05-30,27200,36,13.75,C,Business
L00560,B00300,2023-07-22,20600,36,22.04,E,Debt Consolidation
L00561,B03322,2023-04-29,33000,60,6.8,A,Personal
L00562,B00522,2024-07-13,12600,48,18.06,D,Debt Consolidation
L00563,B00618,2024-03-24,12000,60,12.57,C,Debt Consolidation
L00564,B03585,2022-02-03,5800,36,12.49,C,Debt Consolidation
L00565,B01718,2023-02-26,13100,60,21.18,E,Home Improvement
L00566,B00302,2023-10-10,21400,36,21.33,E,Debt Consolidation
L00567,B00653,2023-03-30,9100,60,10.53,B,Personal
L00568,B03302,2022-05-15,14800,36,10.51,B,Debt Consolidation
L00569,B04160,2021-10-30,16700,36,13.06,C,Home Improvement
L00570,B02638,2024-09-05,10000,36,16.47,D,Personal
L00571,B02280,2021-01-12,19200,48,13.71,C,Debt Consolidation
L00572,B01623,2021-08-07,12400,24,11.22,B,Personal
L00573,B04415,2023-05-21,16100,60,16.42,D,Debt Consolidation
L00574,B01682,2022-03-25,10500,36,20.03,E,Debt Consolidation
L00575,B00092,2021-12-27,24900,36,12.51,C,Auto
L00576,B03707,2023-11-27,15100,36,16.52,D,Debt Consolidation
L00577,B00961,2023-08-10,20700,24,20.34,E,Auto
L00578,B04160,2021-04-13,18800,48,13.96,C,Debt Consolidation
L00579,B00844,2024-02-16,12400,48,16.53,D,Home Improvement
L00580,B00219,2022-05-26,21300,60,22.03,E,Debt Consolidation
L00581,B00704,2021-09-06,27500,24,17.14,D,Home Improvement
L00582,B00247,2023-07-24,10800,60,17.55,D,Home Improvement
L00583,B04038,2021-10-01,40000,36,22.1,E,Debt Consolidation
L00584,B00057,2023-08-10,8600,60,27.83,F,Home Improvement
L00585,B03960,2024-09-29,27700,36,14.93,D,Debt Consolidation
L00586,B01859,2023-12-24,5900,48,13.98,C,Medical
L00587,B01913,2024-02-19,5600,48,21.71,E,Home Improvement
L00588,B04222,2024-05-04,26100,36,17.82,D,Personal
L00589,B00267,2022-10-12,4200,24,16.1,D,Auto
L00590,B03483,2023-06-26,16100,48,13.1,C,Debt Consolidation
L00591,B01681,2024-06-08,40000,24,17.19,D,Debt Consolidation
L00592,B03194,2023-10-31,16000,36,26.49,F,Debt Consolidation
L00593,B01532,2023-05-24,14300,48,20.61,E,Debt Consolidation
L00594,B02007,2024-01-28,34100,48,9.88,B,Debt Consolidation
L00595,B04229,2023-07-03,17300,60,17.98,D,Home Improvement
L00596,B03451,2021-11-22,9100,36,20.86,E,Home Improvement
L00597,B01020,2023-08-31,7000,36,27.06,F,Debt Consolidation
L00598,B00318,2023-07-11,11000,36,20.21,E,Debt Consolidation
L00599,B01601,2022-06-15,14400,48,16.56,D,Debt Consolidation
L00600,B00711,2022-05-22,20600,60,6.84,A,Debt Consolidation
L00601,B03197,2024-07-29,31100,60,13.53,C,Personal
L00602,B00451,2022-07-22,24800,60,16.35,D,Personal
L00603,B01882,2023-12-04,10100,60,12.86,C,Debt Consolidation
L00604,B01744,2023-09-20,35300,60,14.86,C,Auto
L00605,B01324,2024-07-07,40000,36,12.8,C,Home Improvement
L00606,B03561,2022-05-05,25500,60,17.69,D,Home Improvement
L00607,B02681,2022-07-17,13000,48,22.06,E,Debt Consolidation
L00608,B04238,2023-06-20,27400,36,26.71,F,Debt Consolidation
L00609,B03052,2021-06-08,36600,24,10.39,B,Personal
L00610,B02352,2022-08-09,10500,36,21.54,E,Vacation
L00611,B02705,2022-04-26,6900,48,16.5,D,Personal
L00612,B02641,2022-07-11,3500,48,21.07,E,Debt Consolidation
L00613,B04126,2022-11-19,20600,36,21.08,E,Debt Consolidation
L00614,B03449,2022-10-17,22300,48,21.39,E,Home Improvement
L00615,B00695,2024-01-12,6400,36,27.2,F,Auto
L00616,B04254,2021-06-15,14500,60,27.55,F,Debt Consolidation
L00617,B02194,2021-10-11,18200,48,10.12,B,Auto
L00618,B00340,2021-11-05,5400,60,25.7,F,Personal
L00619,B01769,2022-04-19,31600,36,22.08,E,Auto
L00620,B00092,2023-02-24,19100,60,16.29,D,Personal
L00621,B04425,2021-11-09,9800,36,26.13,F,Personal
L00622,B00172,2022-03-15,6100,36,26.21,F,Debt Consolidation
L00623,B02750,2021-05-12,6100,36,26.21,F,Personal
L00624,B03103,2023-04-30,20900,48,26.78,F,Medical
L00625,B00621,2023-04-15,8300,60,27.29,F,Medical
L00626,B00989,2022-11-09,13900,48,27.95,F,Debt Consolidation
L00627,B00077,2024-01-17,6700,60,26.59,F,Personal
L00628,B02199,2023-08-13,11400,36,20.62,E,Vacation
L00629,B04238,2023-05-02,17900,36,22.08,E,Personal
L00630,B00231,2021-05-08,10300,36,16.19,D,Debt Consolidation
L00631,B02176,2022-02-28,40000,36,12.81,C,Medical
L00632,B02908,2023-05-11,11900,60,12.0,C,Debt Consolidation
L00633,B02545,2023-03-09,40000,48,17.2,D,Debt Consolidation
L00634,B03613,2024-04-11,5200,36,22.02,E,Home Improvement
L00635,B02858,2021-02-10,16200,48,16.58,D,Debt Consolidation
L00636,B01554,2024-03-25,27800,36,21.5,E,Debt Consolidation
L00637,B04365,2023-02-19,13300,24,11.31,B,Home Improvement
L00638,B02666,2023-09-04,18600,36,17.57,D,Personal
L00639,B03741,2021-01-13,24200,48,12.83,C,Medical
L00640,B00962,2022-12-22,27700,60,13.56,C,Personal
L00641,B01628,2022-09-04,19400,24,10.89,B,Medical
L00642,B01968,2023-03-10,8200,36,16.38,D,Home Improvement
L00643,B03332,2023-05-09,20400,24,12.25,C,Debt Consolidation
L00644,B01075,2024-01-08,13800,36,21.32,E,Personal
L00645,B03205,2024-01-24,11600,48,21.99,E,Personal
L00646,B01029,2024-05-20,6200,36,21.58,E,Personal
L00647,B00648,2022-03-28,24700,48,16.52,D,Debt Consolidation
L00648,B03163,2023-09-27,17100,36,14.02,C,Home Improvement
L00649,B00903,2022-03-26,15500,36,18.89,D,Home Improvement
L00650,B04068,2022-07-13,20100,36,18.25,D,Debt Consolidation
L00651,B01504,2023-06-12,11600,24,21.87,E,Medical
L00652,B02863,2023-09-22,35500,60,17.31,D,Home Improvement
L00653,B04479,2021-03-01,25600,24,16.82,D,Auto
L00654,B02898,2023-03-08,14700,24,21.6,E,Debt Consolidation
L00655,B01346,2022-11-20,17700,48,19.82,E,Personal
L00656,B00490,2023-04-09,40000,60,7.9,A,Business
L00657,B00426,2021-12-05,12800,60,14.24,C,Debt Consolidation
L00658,B02732,2023-08-16,28900,36,12.66,C,Debt Consolidation
L00659,B03992,2021-09-19,14800,36,16.32,D,Home Improvement
L00660,B01408,2024-06-28,2100,48,19.9,E,Home Improvement
L00661,B00423,2023-12-30,17300,60,10.3,B,Personal
L00662,B02956,2021-02-25,12400,36,16.99,D,Home Improvement
L00663,B01215,2023-03-18,30200,36,17.11,D,Personal
L00664,B03943,2024-04-27,13600,36,10.37,B,Home Improvement
L00665,B01801,2024-03-01,25500,36,19.88,E,Debt Consolidation
L00666,B04461,2024-09-19,5800,48,11.42,C,Business
L00667,B02070,2021-02-25,40000,36,7.31,A,Debt Consolidation
L00668,B02378,2021-06-21,11700,36,16.55,D,Personal
L00669,B02104,2024-08-09,18400,36,17.29,D,Debt Consolidation
L00670,B01272,2023-05-28,19800,36,16.82,D,Business
L00671,B04357,2021-10-05,16900,24,21.21,E,Business
L00672,B03844,2023-08-04,5500,36,20.27,E,Home Improvement
L00673,B00435,2022-01-08,13700,60,13.73,C,Debt Consolidation
L00674,B03599,2021-04-13,21400,24,21.37,E,Auto
L00675,B03550,2022-06-17,13700,48,18.03,D,Debt Consolidation
L00676,B03772,2023-02-16,25400,60,26.67,F,Personal
L00677,B00535,2022-11-02,22200,36,13.0,C,Business
L00678,B00381,2022-03-10,15100,36,13.24,C,Personal
L00679,B02151,2023-07-21,9700,24,17.27,D,Medical
L00680,B04125,2022-11-01,38500,48,27.38,F,Debt Consolidation
L00681,B03926,2022-11-23,9600,48,12.9,C,Business
L00682,B03129,2023-02-16,7000,36,17.79,D,Debt Consolidation
L00683,B04050,2022-07-24,6300,60,22.08,E,Debt Consolidation
L00684,B00547,2023-05-14,9100,48,28.36,F,Medical
L00685,B03617,2022-06-01,9000,36,26.06,F,Personal
L00686,B04423,2021-06-17,12500,48,26.63,F,Auto
L00687,B01752,2023-08-22,23000,36,13.42,C,Auto
L00688,B03116,2021-02-09,5800,48,22.63,E,Personal
L00689,B00219,2024-01-10,20300,36,20.46,E,Debt Consolidation
L00690,B00126,2021-04-17,40000,48,14.62,C,Personal
L00691,B04415,2022-12-18,12700,36,12.81,C,Debt Consolidation
L00692,B01329,2022-04-05,20300,48,13.99,C,Debt Consolidation
L00693,B01224,2024-08-24,12600,36,17.68,D,Personal
L00694,B04181,2021-05-21,2700,48,21.02,E,Medical
L00695,B02771,2024-08-27,8500,24,16.26,D,Auto
L00696,B01575,2021-03-24,33500,36,16.17,D,Debt Consolidation
L00697,B01943,2021-03-05,5100,36,20.64,E,Auto
L00698,B03341,2022-05-22,24200,24,17.74,D,Business
L00699,B04458,2022-02-13,11100,48,16.59,D,Debt Consolidation
L00700,B02415,2021-02-11,23800,60,6.57,A,Debt Consolidation
L00701,B01255,2024-06-26,7000,48,27.19,F,Debt Consolidation
L00702,B00988,2021-11-09,25500,60,16.64,D,Home Improvement
L00703,B01849,2022-05-04,9100,24,10.99,B,Debt Consolidation
L00704,B03902,2021-09-16,15500,36,25.74,F,Home Improvement
L00705,B03720,2023-08-28,8800,48,16.79,D,Auto
L00706,B01318,2021-08-23,23500,60,20.78,E,Personal
L00707,B01372,2024-03-01,21900,48,20.92,E,Vacation
L00708,B00361,2022-03-23,18400,36,21.46,E,Home Improvement
L00709,B00358,2023-08-11,23600,36,17.97,D,Debt Consolidation
L00710,B03202,2022-06-09,14200,36,14.48,C,Home Improvement
L00711,B03891,2023-01-26,21300,36,13.19,C,Business
L00712,B02784,2021-12-10,20800,48,17.24,D,Debt Consolidation
L00713,B00064,2024-05-25,26700,24,16.3,D,Debt Consolidation
L00714,B02229,2024-05-28,17300,60,17.47,D,Personal
L00715,B02635,2021-08-23,9300,60,17.99,D,Debt Consolidation
L00716,B03850,2021-12-02,27000,60,25.67,F,Auto
L00717,B03939,2022-09-30,17800,60,21.62,E,Home Improvement
L00718,B01516,2021-08-10,9400,24,19.72,E,Auto
L00719,B00580,2024-03-31,26500,60,17.67,D,Personal
L00720,B04418,2021-02-22,7000,36,9.42,B,Debt Consolidation
L00721,B02332,2022-10-01,11700,60,16.18,D,Home Improvement
L00722,B02414,2024-03-25,40000,36,13.05,C,Debt Consolidation
L00723,B02159,2023-02-08,17800,36,20.52,E,Auto
L00724,B02126,2023-03-24,3200,24,13.01,C,Personal
L00725,B03770,2022-02-11,13700,24,17.47,D,Auto
L00726,B02284,2021-06-05,15000,60,12.42,C,Home Improvement
L00727,B03767,2024-04-27,25200,60,22.04,E,Personal
L00728,B03106,2024-07-08,10300,36,15.15,D,Debt Consolidation
L00729,B03553,2022-05-13,12400,36,26.33,F,Debt Consolidation
L00730,B03476,2021-07-28,17400,48,9.93,B,Debt Consolidation
L00731,B01839,2022-09-10,19300,36,14.83,C,Auto
L00732,B00222,2024-05-14,30300,48,20.47,E,Personal
L00733,B00896,2021-09-05,19200,36,13.76,C,Home Improvement
L00734,B03412,2024-03-05,26500,48,16.0,D,Medical
L00735,B03009,2021-03-26,11300,60,16.9,D,Home Improvement
L00736,B00985,2022-12-13,2900,36,21.31,E,Personal
L00737,B01633,2023-12-28,28100,36,13.48,C,Vacation
L00738,B03671,2023-05-28,12700,60,11.51,B,Home Improvement
L00739,B02891,2024-09-16,40000,60,16.85,D,Auto
L00740,B02044,2023-01-29,12100,60,26.41,F,Home Improvement
L00741,B01409,2021-05-22,28500,48,17.72,D,Debt Consolidation
L00742,B03873,2023-11-03,22100,36,17.63,D,Medical
L00743,B01336,2024-08-19,13100,36,17.87,D,Business
L00744,B03638,2022-11-30,14800,24,17.05,D,Home Improvement
L00745,B03459,2021-01-26,8600,48,16.75,D,Home Improvement
L00746,B04398,2023-05-11,8900,36,10.86,B,Home Improvement
L00747,B03601,2023-10-01,7900,48,21.24,E,Vacation
L00748,B01376,2021-08-05,6900,60,15.48,D,Medical
L00749,B01534,2023-06-07,17900,60,20.06,E,Debt Consolidation
L00750,B01953,2023-01-12,7800,24,26.6,F,Auto
L00751,B03258,2024-07-25,40000,36,9.9,B,Personal
L00752,B02992,2023-07-31,7300,60,25.62,F,Debt Consolidation
L00753,B03497,2021-11-10,21700,36,20.13,E,Home Improvement
L00754,B04158,2023-06-11,40000,60,9.53,B,Debt Consolidation
L00755,B03473,2021-12-27,10700,60,21.47,E,Medical
L00756,B02918,2023-12-05,7000,36,14.63,C,Debt Consolidation
L00757,B01166,2024-08-25,6900,36,21.49,E,Medical
L00758,B02359,2022-07-08,11400,36,21.23,E,Business
L00759,B03239,2024-06-15,13500,48,12.99,C,Debt Consolidation
L00760,B02151,2024-01-08,29500,36,17.51,D,Personal
L00761,B02076,2023-09-18,32500,48,13.19,C,Personal
L00762,B03668,2023-08-11,35300,60,7.1,A,Business
L00763,B02182,2023-06-12,26200,36,16.14,D,Auto
L00764,B00059,2024-04-28,19200,60,16.38,D,Personal
L00765,B01959,2022-07-04,7200,48,10.89,B,Business
L00766,B00185,2022-10-23,11500,60,21.66,E,Debt Consolidation
L00767,B02620,2022-05-18,21200,36,13.4,C,Home Improvement
L00768,B01681,2021-06-27,27900,36,15.57,D,Medical
L00769,B00578,2022-07-26,20500,36,21.45,E,Debt Consolidation
L00770,B03955,2023-07-13,15800,36,13.04,C,Business
L00771,B04278,2022-05-15,25000,36,17.25,D,Auto
L00772,B00071,2023-08-10,14700,60,21.51,E,Home Improvement
L00773,B00556,2024-03-13,5600,36,16.07,D,Debt Consolidation
L00774,B00852,2024-06-03,19400,60,10.25,B,Debt Consolidation
L00775,B01219,2024-09-30,30700,48,16.34,D,Debt Consolidation
L00776,B03641,2023-02-16,13300,36,27.38,F,Home Improvement
L00777,B01913,2022-11-20,4500,36,17.32,D,Medical
L00778,B02731,2021-02-28,7600,60,22.35,E,Personal
L00779,B02366,2023-10-10,31700,48,12.75,C,Home Improvement
L00780,B00267,2022-10-28,8900,24,22.22,E,Debt Consolidation
L00781,B03917,2022-01-08,10000,60,16.56,D,Debt Consolidation
L00782,B01401,2023-09-26,14600,36,20.38,E,Vacation
L00783,B03694,2022-03-11,17200,48,10.34,B,Debt Consolidation
L00784,B02327,2022-12-28,8800,36,16.58,D,Debt Consolidation
L00785,B02802,2022-06-14,16800,36,16.62,D,Auto
L00786,B02035,2022-11-29,14100,36,21.27,E,Home Improvement
L00787,B02831,2022-07-27,38500,60,8.18,A,Debt Consolidation
L00788,B00985,2024-05-05,6900,60,26.69,F,Vacation
L00789,B04100,2022-07-20,23700,36,26.84,F,Personal
L00790,B01076,2024-02-13,8100,36,26.75,F,Debt Consolidation
L00791,B01024,2021-01-21,18400,36,16.27,D,Medical
L00792,B03898,2023-11-25,13300,36,11.86,C,Debt Consolidation
L00793,B00280,2022-01-27,5400,36,21.26,E,Home Improvement
L00794,B01112,2021-06-25,40000,36,26.72,F,Medical
L00795,B01184,2022-05-10,12300,24,21.56,E,Vacation
L00796,B02076,2023-04-13,19800,36,10.45,B,Home Improvement
L00797,B03600,2023-09-28,15100,48,21.8,E,Debt Consolidation
L00798,B03943,2024-02-12,15300,60,10.36,B,Personal
L00799,B00272,2022-05-08,8500,48,16.91,D,Business
L00800,B01124,2023-09-03,24700,48,12.85,C,Personal
L00801,B03980,2024-08-15,7400,36,17.9,D,Personal
L00802,B01228,2023-10-03,13500,36,20.15,E,Debt Consolidation
L00803,B00190,2023-07-07,6500,48,11.21,B,Personal
L00804,B00546,2021-02-05,36400,48,12.1,C,Medical
L00805,B02342,2021-07-10,14800,36,21.95,E,Home Improvement
L00806,B03967,2022-08-26,22500,36,16.9,D,Debt Consolidation
L00807,B04015,2022-03-30,14100,60,14.12,C,Home Improvement
L00808,B00769,2023-04-09,8500,48,26.9,F,Home Improvement
L00809,B03776,2022-05-14,27700,48,20.47,E,Home Improvement
L00810,B02732,2022-09-20,37300,48,8.72,B,Debt Consolidation
L00811,B01011,2024-09-21,11000,36,20.9,E,Debt Consolidation
L00812,B00465,2024-04-06,18800,36,13.15,C,Auto
L00813,B02601,2023-01-26,21000,60,19.81,E,Home Improvement
L00814,B00917,2023-08-28,14100,36,26.65,F,Business
L00815,B01453,2024-02-08,12100,36,16.79,D,Personal
L00816,B03469,2023-12-24,14900,48,16.44,D,Home Improvement
